GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
NFE2L2,4.8516320650193805,4,4,0,Up,"4.42,3.33,8.78,5.28"
SLC16A1,4.851053162252995,4,4,0,Up,"13.30,0.40,2.86,6.84"
MAFB,4.850066276815568,4,4,0,Up,"2.06,5.06,8.26,4.64"
BAG3,4.84951982559122,4,3,1,Up,"15.30,-3.55,4.54,5.16"
ZNRD1,4.849379054717397,3,3,0,Up,"0.17,5.94,4.85"
GTF2A2 /// LOC100365822,4.849344686523596,2,2,0,Up,"5.48,4.22"
HSPA1A,4.847357165213389,4,4,0,Up,"61.77,3.37,1.52,6.33"
NCF4,4.844924996228334,4,4,0,Up,"4.18,4.21,8.97,5.48"
PPP1R18,4.843195933916759,3,3,0,Up,"3.19,9.02,4.84"
ANO6,4.840851556579058,4,4,0,Up,"5.25,2.93,4.87,4.82"
PABPC1,4.835107802927333,4,4,0,Up,"3.10,0.66,9.15,6.57"
PAK2,4.83461658293214,4,4,0,Up,"1.50,7.94,7.05,2.62"
LOC100362342,4.834042266965992,2,2,0,Up,"5.75,3.92"
LMNA,4.831487390846302,4,4,0,Up,"5.05,0.88,4.62,5.33"
CD86,4.826795603648712,4,4,0,Up,"5.99,2.44,9.73,3.67"
UBE2D2 /// UBE2D3,4.822314212815901,2,2,0,Up,"4.95,4.69"
ABCA1,4.797989135236756,4,4,0,Up,"4.00,5.59,7.85,3.57"
TXN1,4.7969267019096895,3,3,0,Up,"0.01,5.67,4.80"
PDLIM4,4.796867738919036,4,3,1,Up,"3.05,-0.54,6.55,7.65"
EIF2S2,4.79576071189636,4,3,1,Up,"5.18,-1.38,4.81,4.78"
FGR,4.793608638250599,4,4,0,Up,"10.66,3.74,5.85,3.40"
IL4R,4.7935580733795184,3,3,0,Up,"1.24,4.79,5.68"
LOC100910017 /// RPL31 /// RPL31L1 /// RPL31L2 /// RPL31L4,4.786965393646867,2,2,0,Up,"5.83,3.74"
MCMBP,4.78640093817798,2,2,0,Up,"4.02,5.56"
SDC1,4.781724199581996,4,4,0,Up,"6.79,0.43,5.67,3.89"
DAP,4.775631808630649,4,4,0,Up,"5.03,1.03,7.01,4.53"
PROCR,4.770137303911441,4,3,1,Up,"6.80,-0.04,5.86,3.68"
ADAMTS1,4.770104644490331,4,4,0,Up,"12.41,0.07,2.08,7.46"
LOC680254,4.765325005637927,2,2,0,Up,"8.14,1.39"
CCL9,4.756308168132985,3,3,0,Up,"7.50,4.76,2.69"
GADD45G,4.749713980085856,4,4,0,Up,"17.19,3.76,0.20,5.74"
NUAK2,4.749148764684445,2,2,0,Up,"8.59,0.90"
LOC690349,4.742528345446271,2,2,0,Up,"5.48,4.00"
LOC100912032 /// LOC679976 /// RPS27A,4.720212609614267,2,2,0,Up,"5.94,3.50"
PHYKPL,4.7158739952288595,2,2,0,Up,"8.40,1.03"
JMJD1C,4.7148172406034945,4,4,0,Up,"5.93,7.49,2.57,3.50"
MGC105649,4.712583041918435,2,2,0,Up,"5.08,4.35"
ARL11,4.70933960754024,4,4,0,Up,"0.87,3.40,9.36,6.02"
PTPRC,4.699580239744758,4,4,0,Up,"3.47,0.92,9.48,5.93"
RAB27A,4.693521888806844,4,4,0,Up,"0.06,9.43,7.66,1.73"
PABPC4,4.690243817004318,4,3,1,Up,"5.61,-4.20,4.55,4.83"
TGFB1,4.6790234965962165,3,3,0,Up,"4.25,6.03,4.68"
EBPL,4.678387682529498,3,2,1,Up,"-0.88,5.10,4.68"
DAB2,4.6695132684155665,4,4,0,Up,"6.15,1.42,5.21,4.13"
HNRNPAB /// LOC100910156,4.667869078224275,2,2,0,Up,"4.47,4.87"
IRF9,4.663506615330759,4,4,0,Up,"8.44,0.51,3.34,5.98"
VCAN,4.661572553905358,4,4,0,Up,"0.97,4.89,8.33,4.43"
CD72,4.6536953998127055,2,1,1,Down,"12.74,-3.43"
IRGM2,4.647358679093332,3,3,0,Up,"1.58,7.33,4.65"
MMP14,4.646688486282285,4,4,0,Up,"4.12,0.13,5.18,5.23"
SERPING1,4.643803962372691,4,4,0,Up,"1.83,2.23,7.06,8.24"
IL6R,4.642311505438536,3,3,0,Up,"4.52,5.61,4.64"
GCH1,4.641804387062237,4,3,1,Up,"3.03,-2.52,6.25,6.29"
EPRS,4.6389607777912225,3,3,0,Up,"3.23,4.64,5.74"
GRN,4.6354806018412456,4,4,0,Up,"0.39,5.38,11.96,3.89"
CCNL1,4.63526049977779,2,1,1,Down,"10.93,-1.66"
CD9,4.632678125190333,4,4,0,Up,"2.76,1.95,6.51,6.56"
LOC100361067 /// PSMA3 /// PSMA3L,4.628680728885167,2,2,0,Up,"5.41,3.85"
ANKS1A,4.628362538006074,3,3,0,Up,"5.16,4.63,3.95"
SOX4,4.626846027554611,4,4,0,Up,"3.52,5.73,7.06,2.69"
WAPAL,4.623441778018933,3,3,0,Up,"1.69,8.10,4.62"
GNG11 /// LOC100912034,4.617837308665814,2,2,0,Up,"6.04,3.20"
SH3BP2,4.614460011518975,4,4,0,Up,"5.89,0.84,5.95,3.34"
LOC100913004,4.612661902261542,2,2,0,Up,"8.11,1.12"
CD180,4.611644659864701,4,4,0,Up,"7.85,0.16,9.18,1.37"
EIF3H /// LOC100911110 /// LOC362695,4.60591381250494,2,2,0,Up,"5.66,3.55"
TPM4,4.6022250937043125,4,4,0,Up,"2.86,0.62,9.26,6.34"
PLAUR,4.596304203930221,4,4,0,Up,"12.10,4.28,4.56,4.63"
DMBX1,4.5910122405576725,2,1,1,Down,"9.68,-0.50"
ATP10D,4.59060512848746,4,4,0,Up,"6.65,3.28,5.43,3.75"
LSP1,4.585528106634064,4,4,0,Up,"0.21,3.47,7.60,5.70"
MAPRE1,4.571294620905654,4,3,1,Up,"2.35,-0.02,6.80,6.80"
RGD1563348,4.568937097967921,2,2,0,Up,"5.54,3.59"
ARAP1,4.560611445133176,4,4,0,Up,"4.08,5.04,5.57,0.64"
CHUK,4.559892956054943,4,4,0,Up,"6.84,6.09,3.03,1.33"
ABCG3L1 /// LOC102555159,4.5523145721733185,2,2,0,Up,"8.30,0.80"
LOC102548267,4.547202140193976,2,2,0,Up,"5.30,3.80"
RDX,4.543927950611371,3,3,0,Up,"0.58,4.62,4.54"
DDX19A /// DDX19B,4.538234146225379,2,2,0,Up,"5.11,3.97"
CHSY1,4.5376173410455545,4,4,0,Up,"0.64,3.58,7.75,5.50"
KIF22,4.533649849315751,3,3,0,Up,"0.75,7.58,4.53"
LOC100911077,4.532860655895673,2,2,0,Up,"4.61,4.45"
EIF3E /// LOC100365062 /// LOC100909481,4.528900663498534,2,2,0,Up,"5.20,3.86"
HLX,4.526577709012479,4,4,0,Up,"0.92,6.69,6.10,2.96"
NLRP3,4.522905915478609,2,2,0,Up,"5.41,3.64"
DNAH12,4.521056531610143,2,2,0,Up,"7.42,1.63"
LOC102549198,4.518757349967297,2,2,0,Up,"7.48,1.56"
NOD2,4.513802248577037,2,2,0,Up,"7.44,1.59"
C3,4.51313512503825,4,4,0,Up,"4.91,0.52,6.32,4.12"
DUSP16,4.511342944952494,2,1,1,Down,"9.37,-0.35"
IFRD1,4.511314408123142,4,3,1,Up,"9.74,4.41,-2.59,4.61"
GBP7,4.5108508472629705,2,2,0,Up,"8.47,0.55"
DSE,4.5087283740053135,2,2,0,Up,"2.09,6.93"
LOC619574,4.503073477894588,2,2,0,Up,"6.85,2.15"
C1QC,4.4996074370222265,4,4,0,Up,"1.68,0.97,10.16,7.32"
LOC102553386 /// TMEM215 /// UBE2I,4.495980289010371,2,2,0,Up,"5.42,3.57"
CCDC86,4.49278943823634,3,3,0,Up,"5.27,1.54,4.49"
PARP9,4.476211358763431,4,4,0,Up,"4.40,4.56,6.63,3.53"
ZFP36L1,4.473732847533945,4,4,0,Up,"3.39,2.30,7.87,5.56"
UBC,4.467401145730916,2,2,0,Up,"6.98,1.96"
RPL30 /// RPS10 /// RPS10L1,4.445238342741961,2,2,0,Up,"5.39,3.50"
NECAP2,4.443466685480609,4,3,1,Up,"6.07,-2.30,7.96,2.81"
PTAFR,4.4414633111415505,4,4,0,Up,"0.86,8.02,8.84,0.70"
CD93,4.440840520284988,4,4,0,Up,"5.87,1.33,3.01,6.15"
SLPI,4.4393345467327725,3,3,0,Up,"2.13,4.44,6.42"
LOC652955,4.437445494640344,2,2,0,Up,"7.39,1.48"
S100A6,4.4371943173382995,4,3,1,Up,"2.01,-0.45,8.09,6.87"
LOC100363228,4.435481514773409,2,2,0,Up,"8.07,0.80"
RGD1309995,4.421296578878252,2,2,0,Up,"5.05,3.80"
TRIM47,4.417230748499606,4,3,1,Up,"5.38,-0.78,3.46,6.50"
LOC100360017,4.415705276814444,2,2,0,Up,"2.65,6.18"
ZFP217,4.409561502657504,3,3,0,Up,"2.83,6.79,4.41"
MYL6 /// MYL6B /// MYL6L,4.398241076966835,2,2,0,Up,"5.09,3.70"
STOM,4.398143240134306,4,4,0,Up,"0.58,4.65,5.06,4.15"
LOC100911864,4.396916878583054,2,2,0,Up,"6.19,2.61"
RNF213,4.394962291327795,4,4,0,Up,"7.57,0.92,6.44,2.35"
STX4,4.393632033463782,3,3,0,Up,"0.26,4.39,4.43"
MDM2,4.392147848606824,4,4,0,Up,"5.86,1.18,3.49,5.29"
SERP1,4.383017653047184,4,4,0,Up,"3.87,1.24,4.89,5.31"
CDKN1A,4.380503217856602,4,4,0,Up,"19.55,0.58,3.07,5.69"
ABCG3L2 /// ABCG3L4 /// LOC102552852 /// LOC102556623,4.3740758594776725,2,2,0,Up,"6.98,1.77"
PPAP2A,4.374041435947228,3,2,1,Up,"-0.00,4.37,5.23"
CHI3L1,4.370695517879082,2,2,0,Up,"0.71,8.03"
ARRDC4,4.367424219612514,4,4,0,Up,"8.72,1.99,5.10,3.64"
ADM,4.3649719303664725,4,4,0,Up,"3.31,5.52,3.79,4.94"
PPP4R1,4.363207197383257,4,4,0,Up,"4.14,8.48,4.42,4.30"
PLEKHO2,4.361914824943701,2,2,0,Up,"3.93,4.80"
TNFSF10,4.360472689173178,2,2,0,Up,"0.58,8.14"
COL15A1 /// LOC100909752,4.360082654321749,2,2,0,Up,"6.19,2.53"
FYB,4.357673205575331,3,3,0,Up,"1.79,9.19,4.36"
RGD1304704,4.353048391374902,2,2,0,Up,"4.45,4.26"
SKAP2,4.351278545856229,4,4,0,Up,"0.66,5.01,10.79,3.69"
MGST2,4.347151288719889,3,3,0,Up,"0.20,5.09,4.35"
LOC100911030,4.343441355699673,2,2,0,Up,"5.29,3.40"
TCEB3,4.341710206822694,3,3,0,Up,"0.90,6.19,4.34"
DERL1 /// LOC501445,4.335247118383424,2,2,0,Up,"5.51,3.17"
CCL6,4.334843049615228,3,3,0,Up,"4.25,8.24,4.33"
MMP9,4.33184978583011,4,4,0,Up,"4.72,6.10,1.17,3.95"
PTPN2,4.329024375746377,4,3,1,Up,"3.48,-0.72,6.12,5.18"
NFKB2,4.32758309239916,4,4,0,Up,"7.72,0.74,4.58,4.08"
OSGIN2,4.326610049935551,4,4,0,Up,"6.39,5.50,0.17,3.15"
TNC,4.326411041101113,4,3,1,Up,"9.12,-0.42,4.73,3.93"
RT1-CE10 /// RT1-EC2,4.325936372767412,2,2,0,Up,"5.07,3.58"
C1R,4.32511282414096,3,3,0,Up,"0.01,7.75,4.33"
HN1L,4.320112484052964,3,3,0,Up,"2.43,5.89,4.32"
CYP2D1 /// CYP2D5,4.314524226972576,2,2,0,Up,"7.31,1.32"
CXCL10,4.312570705741137,4,4,0,Up,"15.31,0.06,4.26,4.36"
FAU /// LOC100360647 /// LOC687780,4.311633601203141,2,2,0,Up,"5.63,2.99"
CKLF,4.308051008513222,3,3,0,Up,"0.49,8.12,4.31"
ECI3,4.304914737970669,2,2,0,Up,"5.25,3.36"
EFCAB4A /// LOC100911692,4.304482739288774,2,1,1,Down,"9.32,-0.72"
PARP14,4.3019313591623725,4,4,0,Up,"12.15,1.16,5.59,3.01"
LOC100911337 /// LOC100911371 /// LOC685085 /// LOC691532 /// RPS25,4.301702337139811,2,2,0,Up,"5.24,3.36"
RGS16,4.29636891522232,4,3,1,Up,"4.54,-0.75,4.06,5.29"
HMG1L1 /// HMGB1 /// LOC100909581 /// LOC680968 /// LOC685520 /// LOC690940,4.29577344966914,2,2,0,Up,"4.88,3.71"
CD274,4.295538220454524,2,1,1,Down,"8.60,-0.01"
LOC100909901 /// RACGAP1,4.294004028511854,2,2,0,Up,"6.85,1.74"
RIPK1,4.291688304956388,4,4,0,Up,"4.23,0.42,6.02,4.35"
FAR2,4.289552010480967,2,2,0,Up,"0.13,8.45"
LMNB1,4.288149996206081,4,4,0,Up,"0.70,4.91,6.84,3.66"
ANXA1,4.287421333752723,4,4,0,Up,"0.99,1.58,7.57,7.00"
LOC102554622,4.286191640277978,2,2,0,Up,"6.68,1.89"
DDX21,4.283069304162902,4,3,1,Up,"17.34,-0.28,3.87,4.70"
MDFIC,4.282249680539474,4,3,1,Up,"4.26,-3.62,4.30,6.78"
PLSCR1,4.28185419474404,4,4,0,Up,"3.56,5.00,6.04,3.33"
LOC100359498 /// LOC100359636 /// LOC100359825 /// LOC100361473 /// LOC100362049 /// LOC100362237 /// LOC100362338 /// LOC100362957 /// LOC100365010 /// LOC100365287 /// LOC100909417 /// LOC100909987 /// LOC100910393 /// LOC100910496 /// RPL35A,4.279768014006909,2,2,0,Up,"5.42,3.14"
CXCL1,4.275050160995694,4,4,0,Up,"16.47,1.91,4.96,3.59"
UBE2C,4.273233919208859,3,3,0,Up,"4.03,10.54,4.27"
HSPA1A /// HSPA1B,4.270156882813397,2,2,0,Up,"1.34,7.20"
HIST1H2BCL1 /// HIST1H2BH /// HIST1H2BL /// LOC100364835 /// LOC100365043 /// LOC100910200 /// LOC100912338 /// LOC684797,4.266946351468691,2,2,0,Up,"3.65,4.88"
RGD1563222,4.25696621042872,2,2,0,Up,"7.87,0.64"
MIS18BP1,4.255997225714352,2,2,0,Up,"3.28,5.23"
LAT2,4.2432899785230305,2,2,0,Up,"2.63,5.86"
LOC100911847 /// RPS14,4.243267658040823,2,2,0,Up,"5.65,2.84"
CD53,4.240485980699743,4,4,0,Up,"4.22,1.66,11.49,4.27"
MAFF,4.238904933489023,4,4,0,Up,"9.15,2.66,4.17,4.30"
TMBIM1,4.236798792248168,4,4,0,Up,"3.27,1.93,5.21,6.46"
PNP,4.2327122391631296,4,3,1,Up,"3.33,-0.25,7.07,5.14"
LOC308990,4.230114792419645,2,2,0,Up,"5.26,3.20"
ST14,4.226158482522961,4,4,0,Up,"5.93,2.52,7.89,2.00"
CPNE3,4.2222335876654835,4,4,0,Up,"6.30,2.51,4.73,3.72"
LOC100911766 /// TSPAN4,4.220095539134469,2,2,0,Up,"5.83,2.61"
CCDC109B,4.219860161365611,3,3,0,Up,"0.90,7.16,4.22"
TNIP2,4.219784255689161,4,3,1,Up,"4.28,-0.62,5.57,4.16"
MTHFD2 /// RGD1564040,4.213983289638279,2,2,0,Up,"2.95,5.48"
NUTF2 /// RGD1565456,4.212723996755768,2,2,0,Up,"4.25,4.18"
ANGPT2,4.2106368086899195,4,4,0,Up,"7.30,0.12,4.07,4.35"
GYG1,4.21044456948992,3,3,0,Up,"4.78,4.21,1.19"
EIF4EBP1,4.210306181944537,4,3,1,Up,"12.32,-0.26,3.92,4.51"
RPS27L,4.207157021241997,4,4,0,Up,"3.22,0.75,7.51,5.19"
PTGIR,4.2028461701588045,2,2,0,Up,"7.93,0.48"
CCAR1,4.201535437107725,3,3,0,Up,"4.20,1.75,4.82"
JAK2,4.199069186676225,4,4,0,Up,"3.67,8.55,1.72,4.72"
CORO1B /// LOC100910094,4.198311425121013,2,2,0,Up,"5.21,3.18"
GLUL,4.196780819178841,4,3,1,Up,"-1.38,3.48,4.91,7.06"
OSM,4.195697707027556,4,4,0,Up,"5.60,1.80,5.02,3.37"
PICALM,4.19355169886429,4,4,0,Up,"0.61,10.09,3.49,4.90"
LOC100361143 /// LOC100362027 /// RPL30 /// RPL30L1 /// RPL30L2,4.190974604278927,2,2,0,Up,"5.78,2.60"
LYAR,4.183703219521764,4,3,1,Up,"3.35,-3.86,5.01,5.09"
PIK3AP1,4.178282182810042,4,4,0,Up,"6.26,2.10,8.33,1.58"
FAM60A /// LOC100909791,4.174078513210183,2,2,0,Up,"5.62,2.73"
CCND1,4.171289750139324,4,3,1,Up,"2.67,-0.53,7.01,5.68"
MYO1C,4.169757157583151,4,3,1,Up,"4.60,-0.38,3.74,4.90"
EIF2AK2,4.168928457682297,4,4,0,Up,"2.26,5.69,4.29,4.05"
LIG1 /// LOC100911727,4.168296710466586,2,2,0,Up,"6.98,1.36"
RBM47,4.161384692156445,4,4,0,Up,"2.16,4.77,5.87,3.55"
VAMP3,4.160981910339382,4,4,0,Up,"1.32,4.59,5.64,3.73"
NABP1,4.160570057014121,4,4,0,Up,"0.12,5.41,4.32,4.01"
NOTCH1,4.158162899986551,4,4,0,Up,"4.95,0.72,4.40,3.91"
GPR65,4.1576136476122105,2,2,0,Up,"6.37,1.95"
KCNN4,4.144443137765634,3,2,1,Up,"-0.08,7.55,4.14"
TP53,4.141896459647506,4,4,0,Up,"4.39,0.17,3.89,4.46"
CRISPLD2,4.141103118673067,4,3,1,Up,"-0.05,6.22,4.02,4.26"
LCP2,4.140372461002692,4,4,0,Up,"3.54,0.21,11.18,4.74"
LY96,4.1377928721334785,4,4,0,Up,"1.74,3.84,8.22,4.43"
ETF1,4.133481759149752,4,4,0,Up,"3.54,4.73,2.65,5.19"
EHD2,4.125652658111681,4,4,0,Up,"4.06,0.24,4.19,5.50"
CTNNA1,4.119205611289926,4,4,0,Up,"2.03,7.11,6.21,1.09"
GSPT1 /// LOC100911685,4.118919572585481,2,2,0,Up,"3.93,4.31"
RGD1560328,4.117610428622834,2,2,0,Up,"4.42,3.81"
IMPDH2,4.1169914678793,4,3,1,Up,"2.07,-5.82,6.16,6.26"
TOR1AIP1,4.114942980911495,4,4,0,Up,"0.99,4.50,5.99,3.73"
FTH1 /// LOC679217 /// LOC689130,4.112926455172895,2,2,0,Up,"4.31,3.92"
CBFB,4.112834607347333,4,4,0,Up,"2.81,0.21,7.16,5.41"
PTGES,4.105941392937931,4,4,0,Up,"4.45,1.60,3.77,4.99"
RPLP0,4.10591880647114,4,3,1,Up,"2.33,-6.38,7.64,5.89"
DTX4,4.09768849144588,3,3,0,Up,"2.49,4.10,4.77"
SPTLC2,4.097157967488116,4,3,1,Up,"-0.46,4.20,5.07,3.99"
TNFSF13B,4.0961974858593315,2,2,0,Up,"0.30,7.90"
TMEM123,4.095767631305048,4,3,1,Up,"2.14,-1.51,7.50,6.06"
PTX3,4.093818659604642,2,1,1,Down,"8.99,-0.80"
WDFY1,4.09063859573372,4,4,0,Up,"1.45,3.59,7.38,4.59"
TXNRD1,4.088176071409792,4,4,0,Up,"18.94,2.06,1.13,6.11"
RNASET2,4.087345214884565,3,2,1,Up,"-0.07,13.99,4.09"
SLC14A1,4.086205229389965,4,4,0,Up,"11.37,0.59,3.58,4.59"
RGD1563941,4.0849226513275925,2,2,0,Up,"6.60,1.57"
MGC112715,4.083756922121914,2,1,1,Down,"8.24,-0.07"
LOC100912106 /// PDCD5,4.081194587009161,2,2,0,Up,"4.81,3.36"
HK2,4.075681746593213,4,4,0,Up,"5.14,4.86,2.41,3.29"
P2RY2,4.074540515979695,4,3,1,Up,"4.83,-1.19,4.06,4.09"
RBMS1,4.074515445188669,4,4,0,Up,"1.60,5.27,5.57,2.88"
RGD1561145,4.073285932927538,2,2,0,Up,"7.73,0.42"
ENPEP /// LOC100910501,4.067605560163944,2,2,0,Up,"4.45,3.69"
RGS1,4.0646151928998755,4,3,1,Up,"3.62,-0.87,6.61,4.51"
MAP3K2,4.064253432834721,2,2,0,Up,"2.60,5.53"
CEBPA,4.063013201912449,4,4,0,Up,"4.54,2.55,6.61,3.59"
NES,4.059251069654575,4,4,0,Up,"4.39,0.48,4.65,3.73"
PLIN3,4.052653258260594,4,3,1,Up,"-0.71,3.15,6.58,4.95"
NAPRT1,4.045567279439418,2,2,0,Up,"6.12,1.97"
KLF6,4.044143439597746,4,4,0,Up,"4.16,2.83,3.93,5.00"
TMEM167A,4.036921900296131,3,3,0,Up,"1.51,4.15,4.04"
CHD1,4.035908891541343,4,4,0,Up,"2.84,3.15,4.92,4.98"
SP1,4.035876226300375,4,4,0,Up,"4.38,2.20,5.41,3.70"
RIOK3,4.033450770256719,4,4,0,Up,"6.38,2.20,4.49,3.57"
CLEC12A,4.0290732016423485,3,3,0,Up,"0.47,9.80,4.03"
UBXN4,4.026117975928102,4,4,0,Up,"3.86,0.21,5.07,4.19"
WDR43,4.018413837294473,3,3,0,Up,"5.45,1.33,4.02"
BST1,4.0175114537756365,4,4,0,Up,"5.68,3.74,3.32,4.29"
ARF6,4.013012961228462,3,3,0,Up,"0.58,4.01,5.21"
LOC686461 /// TMEM64,4.01252253794227,2,2,0,Up,"5.93,2.09"
CFP,4.011634718337277,4,3,1,Up,"4.50,3.52,4.90,-1.49"
CASP1,4.006535425307108,4,4,0,Up,"1.21,3.84,8.86,4.17"
PSMB8,4.00623094861818,4,3,1,Up,"4.30,-1.20,8.81,3.71"
LOC100360522 /// RGD1564744 /// RGD1565054 /// RPLP1,4.001369002950113,2,2,0,Up,"4.44,3.56"
LOC100362830 /// RPS7,3.9997049900997395,2,2,0,Up,"4.96,3.04"
MTHFD2,3.998052410489778,2,2,0,Up,"7.10,0.90"
SLC6A20,3.994041803118188,3,3,0,Up,"0.54,3.99,5.26"
LOC100911177,3.9898443156332206,2,2,0,Up,"2.93,5.05"
RHOC,3.985596191303398,4,3,1,Up,"2.64,-4.80,5.33,6.24"
RGD1563365,3.9822600440750198,2,2,0,Up,"4.33,3.64"
LOC100911548 /// SPSB2,3.973497377735704,2,2,0,Up,"4.61,3.34"
CANX,3.96721163674005,4,3,1,Up,"-0.09,3.99,5.87,3.95"
LRP10,3.9663171978547123,4,4,0,Up,"1.86,3.75,5.67,4.18"
TRIP10,3.9632606988381944,4,3,1,Up,"4.20,-0.03,4.39,3.73"
ALDH8A1,3.961434006182526,2,1,1,Down,"8.14,-0.22"
CD36 /// LOC100365047 /// RGD1565355,3.9585473743881927,2,2,0,Up,"3.71,4.20"
SOCS3,3.957240979628768,4,3,1,Up,"14.75,1.14,-0.42,6.78"
PSME1,3.955599981123803,4,3,1,Up,"-0.23,2.24,9.60,5.67"
TNPO1,3.955284021066783,4,4,0,Up,"12.71,0.41,4.64,3.27"
PRCP,3.948029674031562,4,4,0,Up,"0.58,4.18,7.37,3.72"
LOC100911550 /// MAP2K3,3.944790416403737,2,2,0,Up,"3.20,4.68"
H2AFJ /// LOC100910152,3.944369300550499,2,2,0,Up,"5.37,2.51"
PXDC1,3.9424949719535793,4,4,0,Up,"5.09,0.78,4.83,3.05"
LOC100911798,3.941878388910733,2,2,0,Up,"4.32,3.56"
PRKX,3.941255209266373,4,3,1,Up,"5.58,-7.24,3.65,4.23"
XRCC6BP1,3.9373988044294532,3,2,1,Up,"-0.17,6.62,3.94"
TNFRSF26,3.9372447216942748,2,2,0,Up,"3.77,4.10"
MCM2,3.9352666257622175,4,3,1,Up,"2.81,-0.40,7.45,5.06"
CKAP4,3.9351940093060382,4,4,0,Up,"1.67,8.55,3.85,4.02"
DNAJC3,3.9341534054205107,4,4,0,Up,"0.79,3.95,5.96,3.92"
HK3,3.9337817555929835,2,2,0,Up,"4.48,3.39"
FAM111A,3.9332492084367465,4,4,0,Up,"4.26,0.99,4.77,3.60"
F10,3.93210387939652,3,3,0,Up,"1.14,5.22,3.93"
ACTL6A,3.9298813949620097,4,3,1,Up,"4.77,-3.88,6.11,3.09"
MMP19,3.9271291332725835,4,4,0,Up,"11.12,0.63,3.52,4.33"
UVSSA,3.9263464509217822,2,2,0,Up,"4.71,3.14"
EFEMP2,3.9260150597404273,4,4,0,Up,"2.63,0.63,5.72,5.23"
DUSP11 /// LOC100911499,3.9174905840147165,2,2,0,Up,"4.22,3.62"
RPS3A,3.916163218890416,3,3,0,Up,"0.14,7.52,3.92"
TPM3,3.914568512973586,4,4,0,Up,"0.23,2.03,5.80,6.68"
TMEM88,3.9138220968961077,4,4,0,Up,"0.50,6.78,4.18,3.65"
PEG12,3.9101493483995,2,2,0,Up,"4.68,3.14"
ITGB1,3.9089290662484864,4,3,1,Up,"3.23,-1.67,6.56,4.59"
CORO1C,3.906383766002673,4,4,0,Up,"0.45,8.96,5.60,2.22"
SHC1,3.9012367919505557,4,4,0,Up,"2.62,1.73,10.15,5.18"
KIF23,3.899388842542572,4,4,0,Up,"3.67,1.31,6.56,4.13"
HSPB8,3.898979507402993,4,3,1,Up,"4.32,-0.81,3.48,7.00"
KDM5A,3.8953655278620123,3,3,0,Up,"3.97,3.48,3.90"
PHC2,3.888152249223441,4,4,0,Up,"0.29,4.10,3.68,6.51"
CTTNBP2NL,3.8872611137189064,4,4,0,Up,"1.68,0.64,6.77,6.09"
LBP,3.8870808794233866,4,4,0,Up,"4.02,0.67,5.68,3.75"
BEST1,3.8844886592443837,2,2,0,Up,"1.74,6.03"
KLRA5 /// LOC100911234 /// LY49I2 /// LY49I4 /// LY49S7,3.8842946048610116,2,2,0,Up,"5.26,2.51"
LOC102552369,3.883867199347942,2,2,0,Up,"3.61,4.16"
ZFP36,3.8806265351953755,4,3,1,Up,"3.87,-0.52,3.89,4.91"
PPAN,3.8804540610778733,3,3,0,Up,"6.40,0.66,3.88"
HTR2B,3.878159244427691,4,3,1,Up,"5.24,-0.39,5.09,2.67"
SLFN3,3.87725338601273,3,3,0,Up,"3.05,3.88,5.35"
ADAMTS9,3.876765022267585,4,3,1,Up,"11.61,-3.14,3.07,4.68"
LOC102549198 /// MGC108823,3.8746979197966183,2,2,0,Up,"6.99,0.75"
CFL1 /// LOC688430,3.865897431828939,2,2,0,Up,"3.54,4.20"
TIMP2,3.862695315309133,4,3,1,Up,"-2.74,4.21,7.48,3.52"
RGD1561590 /// SAP18,3.8606673526456516,2,2,0,Up,"4.49,3.23"
RGD1562114,3.859951449459335,2,2,0,Up,"4.63,3.09"
IER3,3.859092947898289,4,4,0,Up,"2.04,2.02,5.68,6.23"
DDX58,3.856675411748668,3,2,1,Up,"5.20,3.86,-0.10"
THBD,3.856346688252721,4,4,0,Up,"2.84,1.50,4.87,5.00"
ELK3,3.8538203969903146,4,3,1,Up,"2.87,-0.05,9.22,4.84"
RPL24,3.8525730322242207,3,2,1,Up,"-1.12,6.78,3.85"
IMPAD1 /// LOC100910881,3.8507122878209903,2,2,0,Up,"4.35,3.35"
SPTY2D1,3.848211738510418,2,2,0,Up,"5.05,2.64"
SESN2,3.8408540513158385,4,4,0,Up,"12.48,0.40,4.32,3.36"
PSMA7,3.8397729148114608,3,2,1,Up,"-0.38,4.42,3.84"
RUNX1,3.8364460180249558,4,4,0,Up,"4.37,1.17,6.43,3.30"
ASCC2,3.8352605372642943,4,3,1,Up,"4.35,-0.17,3.42,4.25"
RT1-DB1,3.8312715670199564,2,2,0,Up,"4.64,3.02"
EMP3,3.831019554492057,4,3,1,Up,"2.70,-7.95,4.96,5.74"
TMOD3,3.8275248718827677,4,4,0,Up,"2.53,2.02,5.82,5.13"
CNN2,3.8269197244520496,4,4,0,Up,"0.29,1.45,8.64,6.20"
LOC100361385 /// LOC100361445 /// LOC100361876 /// LOC100363434 /// LOC100364260 /// LOC100909419 /// LOC100912619 /// RPS29,3.82465653703379,2,2,0,Up,"4.54,3.11"
RT1-BA,3.823068264383912,2,2,0,Up,"4.61,3.04"
SERPINE1,3.8158448793741258,4,4,0,Up,"5.62,0.12,3.53,4.10"
RT1-EC2,3.810077749268703,2,2,0,Up,"3.00,4.62"
